x	y	t	f
0.583333	1.666667	999	0.008765
0.583333	1.683333	999	0.009302
0.583333	1.700000	999	-0.020510
0.583333	1.716667	999	-0.008581
0.583333	1.733333	999	0.004150
0.583333	1.750000	999	0.020876
0.583333	1.766667	999	0.029703
0.583333	1.783333	999	-0.016917
0.583333	1.800000	999	-0.033114
0.583333	1.816667	999	0.000392
0.583333	1.833333	999	0.014365
0.583333	1.850000	999	0.010745
0.583333	1.866667	999	-0.018263
0.583333	1.883333	999	0.007859
0.583333	1.900000	999	-0.004614
0.583333	1.916667	999	-0.018218
0.583333	1.933333	999	-0.040196
0.583333	1.950000	999	-0.000314
0.583333	1.966667	999	0.037355
0.583333	1.983333	999	0.000735
0.583333	2.000000	999	0.017864
0.583333	2.016667	999	0.017726
0.583333	2.033333	999	-0.026063
0.583333	2.050000	999	-0.018738
0.583333	2.066667	999	0.033650
0.583333	2.083333	999	0.033069
0.583333	2.100000	999	-0.017789
0.583333	2.116667	999	0.008181
0.583333	2.133333	999	-0.008829
0.583333	2.150000	999	-0.033826
0.583333	2.166667	999	-0.006960
0.583333	2.183333	999	0.002545
0.583333	2.200000	999	-0.013919
0.583333	2.216667	999	-0.020629
0.583333	2.233333	999	0.001646
0.583333	2.250000	999	0.000229
0.583333	2.266667	999	-0.001315
0.583333	2.283333	999	0.008183
0.583333	2.300000	999	0.003654
0.583333	2.316667	999	0.007314
0.583333	2.333333	999	0.007733
0.583333	2.350000	999	0.015648
0.583333	2.366667	999	0.020695
0.583333	2.383333	999	-0.002249
0.583333	2.400000	999	-0.005065
0.583333	2.416667	999	-0.002000
0.583333	2.433333	999	-0.007574
0.583333	2.450000	999	-0.013773
0.583333	2.466667	999	-0.004315
0.583333	2.483333	999	-0.009410
0.583333	2.500000	999	-0.026853
0.583333	2.516667	999	-0.007863
0.583333	2.533333	999	0.003172
0.583333	2.550000	999	-0.009084
0.583333	2.566667	999	0.002617
0.583333	2.583333	999	0.005186
0.583333	2.600000	999	0.001812
0.583333	2.616667	999	0.004831
0.583333	2.633333	999	0.021159
0.583333	2.650000	999	0.018459
0.583333	2.666667	999	0.003078
0.583333	2.683333	999	0.002869
0.583333	2.700000	999	-0.002446
0.583333	2.716667	999	-0.002231
0.583333	2.733333	999	-0.006049
0.583333	2.750000	999	-0.010246
0.583333	2.766667	999	-0.001211
0.583333	2.783333	999	-0.024244
0.583333	2.800000	999	-0.015408
0.583333	2.816667	999	0.008497
0.583333	2.833333	999	-0.006576
0.583333	2.850000	999	-0.022314
0.583333	2.866667	999	-0.005011
0.583333	2.883333	999	0.017270
0.583333	2.900000	999	-0.010285
0.583333	2.916667	999	0.033889
0.583333	2.933333	999	0.041607
0.583333	2.950000	999	-0.025466
0.583333	2.966667	999	-0.023235
0.583333	2.983333	999	0.009658
0.583333	3.000000	999	0.012109
0.583333	3.016667	999	-0.002563
0.583333	3.033333	999	0.025673
0.583333	3.050000	999	0.002146
0.583333	3.066667	999	-0.049904
0.583333	3.083333	999	-0.014102
0.583333	3.100000	999	-0.005214
0.583333	3.116667	999	0.009124
0.583333	3.133333	999	-0.009609
0.583333	3.150000	999	0.008687
0.583333	3.166667	999	0.024935
0.583333	3.183333	999	-0.001652
0.583333	3.200000	999	-0.029174
0.583333	3.216667	999	-0.016073
0.583333	3.233333	999	0.024813
0.583333	3.250000	999	0.023632
0.583333	3.266667	999	-0.003716
0.583333	3.283333	999	-0.007379
0.583333	3.300000	999	-0.023301
0.583333	3.316667	999	0.007462
0.583333	3.333333	999	0.013581
0.583333	3.350000	999	0.000824
0.583333	3.366667	999	-0.007258
0.583333	3.383333	999	-0.004046
0.583333	3.400000	999	0.008424
0.583333	3.416667	999	0.005917
0.583333	3.433333	999	0.009124
0.583333	3.450000	999	0.024866
0.583333	3.466667	999	-0.004235
0.583333	3.483333	999	-0.018681
0.583333	3.500000	999	-0.021958
0.583333	3.516667	999	0.011105
0.583333	3.533333	999	0.008052
0.583333	3.550000	999	-0.007121
0.583333	3.566667	999	-0.019735
0.583333	3.583333	999	-0.017393
0.583333	3.600000	999	0.005259
0.583333	3.616667	999	-0.002278
0.583333	3.633333	999	0.026393
0.583333	3.650000	999	0.015983
0.583333	3.666667	999	-0.008177
0.583333	3.683333	999	-0.021397
0.583333	3.700000	999	0.013703
0.583333	3.716667	999	0.020987
0.583333	3.733333	999	0.026489
0.583333	3.750000	999	0.003131
0.583333	3.766667	999	-0.023028
0.583333	3.783333	999	0.004702
0.583333	3.800000	999	-0.017343
0.583333	3.816667	999	-0.005461
0.583333	3.833333	999	0.017278
0.583333	3.850000	999	0.001705
0.583333	3.866667	999	-0.006066
0.583333	3.883333	999	-0.013904
0.583333	3.900000	999	-0.000286
0.583333	3.916667	999	0.021046
0.583333	3.933333	999	0.026426
0.583333	3.950000	999	-0.015693
0.583333	3.966667	999	-0.008719
0.583333	3.983333	999	-0.016412
0.583333	4.000000	999	-0.022096
0.583333	4.016667	999	-0.010581
0.583333	4.033333	999	0.009838
0.583333	4.050000	999	0.017727
0.583333	4.066667	999	0.036913
0.583333	4.083333	999	0.000746
0.583333	4.100000	999	-0.030733
0.583333	4.116667	999	0.011079
0.583333	4.133333	999	-0.035376
0.583333	4.150000	999	0.015685
0.583333	4.166667	999	-0.005474
0.583333	4.183333	999	0.009279
0.583333	4.200000	999	0.045196
0.583333	4.216667	999	0.020242
0.583333	4.233333	999	0.003417
0.583333	4.250000	999	0.000338
0.583333	4.266667	999	-0.019957
0.583333	4.283333	999	-0.001569
0.583333	4.300000	999	-0.006093
0.583333	4.316667	999	-0.031722
0.583333	4.333333	999	0.006096
0.583333	4.350000	999	-0.008976
0.583333	4.366667	999	0.021167
0.583333	4.383333	999	-0.007502
0.583333	4.400000	999	-0.009836
0.583333	4.416667	999	-0.020411
0.583333	4.433333	999	-0.003141
0.583333	4.450000	999	-0.001495
0.583333	4.466667	999	-0.011154
0.583333	4.483333	999	-0.003450
0.583333	4.500000	999	-0.008490
0.583333	4.516667	999	0.015133
0.583333	4.533333	999	0.018663
0.583333	4.550000	999	0.002461
0.583333	4.566667	999	-0.007692
0.583333	4.583333	999	-0.010047
0.583333	4.600000	999	-0.016936
0.583333	4.616667	999	0.014681
0.583333	4.633333	999	-0.009901
0.583333	4.650000	999	-0.003649
0.583333	4.666667	999	-0.006860
0.583333	4.683333	999	-0.015795
0.583333	4.700000	999	0.014048
0.583333	4.716667	999	0.001204
0.583333	4.733333	999	-0.001774
0.583333	4.750000	999	-0.005571
0.583333	4.766667	999	-0.020350
0.583333	4.783333	999	0.000113
0.583333	4.800000	999	0.015613
0.583333	4.816667	999	0.018768
0.583333	4.833333	999	0.028894
0.583333	4.850000	999	0.004961
0.583333	4.866667	999	-0.007401
0.583333	4.883333	999	-0.011533
0.583333	4.900000	999	-0.018700
0.583333	4.916667	999	-0.002272
0.583333	4.933333	999	0.003131
0.583333	4.950000	999	0.006392
0.583333	4.966667	999	0.007448
0.600000	0.016667	999	0.001425
0.600000	0.033333	999	0.039636
0.600000	0.050000	999	0.006443
0.600000	0.066667	999	0.017821
0.600000	0.083333	999	0.003001
0.600000	0.100000	999	-0.029474
0.600000	0.116667	999	-0.008737
0.600000	0.133333	999	-0.016768
0.600000	0.150000	999	-0.005489
0.600000	0.166667	999	0.031619
0.600000	0.183333	999	0.002402
0.600000	0.200000	999	0.022973
0.600000	0.216667	999	0.007156
0.600000	0.233333	999	-0.010625
0.600000	0.250000	999	0.021238
0.600000	0.266667	999	-0.009079
0.600000	0.283333	999	0.000368
0.600000	0.300000	999	-0.015135
0.600000	0.316667	999	-0.040120
0.600000	0.333333	999	-0.016956
0.600000	0.350000	999	-0.010134
0.600000	0.366667	999	0.002596
0.600000	0.383333	999	0.024179
0.600000	0.400000	999	-0.004944
0.600000	0.416667	999	0.008508
0.600000	0.433333	999	0.006266
0.600000	0.450000	999	0.003017
0.600000	0.466667	999	0.018295
0.600000	0.483333	999	-0.019604
0.600000	0.500000	999	-0.006154
0.600000	0.516667	999	-0.015234
0.600000	0.533333	999	0.009119
0.600000	0.550000	999	0.016043
0.600000	0.566667	999	0.006173
0.600000	0.583333	999	0.000775
0.600000	0.600000	999	0.000936
0.600000	0.616667	999	0.002968
0.600000	0.633333	999	0.010314
0.600000	0.650000	999	-0.015200
0.600000	0.666667	999	-0.021235
0.600000	0.683333	999	-0.008542
0.600000	0.700000	999	-0.019011
0.600000	0.716667	999	0.013095
0.600000	0.733333	999	-0.029547
0.600000	0.750000	999	-0.008284
0.600000	0.766667	999	-0.004298
0.600000	0.783333	999	0.006570
0.600000	0.800000	999	0.007745
0.600000	0.816667	999	0.001023
0.600000	0.833333	999	-0.007978
0.600000	0.850000	999	0.011208
0.600000	0.866667	999	0.000157
0.600000	0.883333	999	-0.028325
0.600000	0.900000	999	-0.010642
0.600000	0.916667	999	-0.021900
0.600000	0.933333	999	0.013833
0.600000	0.950000	999	0.012910
0.600000	0.966667	999	-0.000087
0.600000	0.983333	999	0.010450
0.600000	1.000000	999	0.013629
0.600000	1.016667	999	-0.011992
0.600000	1.033333	999	-0.007887
0.600000	1.050000	999	0.000986
0.600000	1.066667	999	0.013819
0.600000	1.083333	999	0.043888
0.600000	1.100000	999	0.002973
0.600000	1.116667	999	-0.003929
0.600000	1.133333	999	0.002385
0.600000	1.150000	999	-0.009390
0.600000	1.166667	999	-0.003543
0.600000	1.183333	999	0.010993
0.600000	1.200000	999	0.016111
0.600000	1.216667	999	-0.000954
0.600000	1.233333	999	0.003866
0.600000	1.250000	999	-0.050555
0.600000	1.266667	999	0.024961
0.600000	1.283333	999	0.009152
0.600000	1.300000	999	0.000518
0.600000	1.316667	999	0.002066
0.600000	1.333333	999	-0.020607
0.600000	1.350000	999	-0.010988
0.600000	1.366667	999	0.001555
0.600000	1.383333	999	0.017478
0.600000	1.400000	999	0.028236
0.600000	1.416667	999	0.028582
0.600000	1.433333	999	-0.020429
0.600000	1.450000	999	-0.014234
0.600000	1.466667	999	0.015722
0.600000	1.483333	999	0.010937
0.600000	1.500000	999	0.004773
0.600000	1.516667	999	0.018698
0.600000	1.533333	999	-0.008101
0.600000	1.550000	999	-0.002503
0.600000	1.566667	999	0.005552
0.600000	1.583333	999	-0.004176
0.600000	1.600000	999	0.020430
0.600000	1.616667	999	-0.028132
0.600000	1.633333	999	-0.031278
0.600000	1.650000	999	0.013310
0.600000	1.666667	999	0.014306
0.600000	1.683333	999	0.012840
0.600000	1.700000	999	-0.019187
0.600000	1.716667	999	0.019138
0.600000	1.733333	999	-0.036923
0.600000	1.750000	999	-0.014129
0.600000	1.766667	999	-0.021697
0.600000	1.783333	999	0.020630
0.600000	1.800000	999	0.047491
0.600000	1.816667	999	-0.004663
0.600000	1.833333	999	-0.019083
0.600000	1.850000	999	-0.017860
0.600000	1.866667	999	0.012789
0.600000	1.883333	999	0.022402
0.600000	1.900000	999	-0.002304
0.600000	1.916667	999	0.009539
0.600000	1.933333	999	-0.009923
0.600000	1.950000	999	0.019656
0.600000	1.966667	999	-0.019928
0.600000	1.983333	999	-0.005813
0.600000	2.000000	999	-0.013149
0.600000	2.016667	999	-0.020701
0.600000	2.033333	999	-0.012371
0.600000	2.050000	999	0.000002
0.600000	2.066667	999	-0.002866
0.600000	2.083333	999	-0.016641
0.600000	2.100000	999	-0.009403
0.600000	2.116667	999	0.016443
0.600000	2.133333	999	-0.003025
0.600000	2.150000	999	0.002332
0.600000	2.166667	999	0.001080
0.600000	2.183333	999	0.013992
0.600000	2.200000	999	0.000236
0.600000	2.216667	999	0.019511
0.600000	2.233333	999	0.022419
0.600000	2.250000	999	-0.016029
0.600000	2.266667	999	-0.026276
0.600000	2.283333	999	-0.007049
0.600000	2.300000	999	-0.013546
0.600000	2.316667	999	-0.007943
0.600000	2.333333	999	0.008760
0.600000	2.350000	999	-0.000407
0.600000	2.366667	999	-0.041803
0.600000	2.383333	999	-0.013473
0.600000	2.400000	999	-0.006734
0.600000	2.416667	999	-0.007809
0.600000	2.433333	999	0.016869
0.600000	2.450000	999	0.032277
0.600000	2.466667	999	0.001047
0.600000	2.483333	999	-0.008031
0.600000	2.500000	999	0.009769
0.600000	2.516667	999	-0.009537
0.600000	2.533333	999	-0.005799
0.600000	2.550000	999	0.028241
0.600000	2.566667	999	0.006733
0.600000	2.583333	999	-0.013073
0.600000	2.600000	999	-0.014845
0.600000	2.616667	999	-0.018176
0.600000	2.633333	999	-0.043648
0.600000	2.650000	999	-0.002642
0.600000	2.666667	999	0.013919
0.600000	2.683333	999	-0.006195
0.600000	2.700000	999	-0.004637
0.600000	2.716667	999	-0.001067
0.600000	2.733333	999	-0.018825
0.600000	2.750000	999	-0.007759
0.600000	2.766667	999	0.024661
0.600000	2.783333	999	0.025936
0.600000	2.800000	999	-0.002681
0.600000	2.816667	999	0.014129
0.600000	2.833333	999	-0.003770
0.600000	2.850000	999	-0.005341
0.600000	2.866667	999	-0.006502
0.600000	2.883333	999	0.004596
0.600000	2.900000	999	-0.010939
0.600000	2.916667	999	-0.025186
0.600000	2.933333	999	-0.004435
0.600000	2.950000	999	0.001058
0.600000	2.966667	999	-0.015373
0.600000	2.983333	999	-0.010229
0.600000	3.000000	999	-0.015646
0.600000	3.016667	999	0.006582
0.600000	3.033333	999	-0.017656
0.600000	3.050000	999	0.024552
0.600000	3.066667	999	-0.000917
0.600000	3.083333	999	0.003404
0.600000	3.100000	999	0.009284
0.600000	3.116667	999	0.011021
0.600000	3.133333	999	0.018387
0.600000	3.150000	999	-0.024101
0.600000	3.166667	999	-0.025438
0.600000	3.183333	999	-0.000082
0.600000	3.200000	999	0.032129
0.600000	3.216667	999	0.031561
0.600000	3.233333	999	-0.035281
0.600000	3.250000	999	-0.007544
0.600000	3.266667	999	-0.038797
0.600000	3.283333	999	0.014526
0.600000	3.300000	999	-0.009006
0.600000	3.316667	999	0.000638
0.600000	3.333333	999	0.027074
0.600000	3.350000	999	0.004125
0.600000	3.366667	999	-0.026201
0.600000	3.383333	999	-0.026886
0.600000	3.400000	999	0.016229
0.600000	3.416667	999	0.005104
0.600000	3.433333	999	-0.000421
0.600000	3.450000	999	0.006137
0.600000	3.466667	999	-0.008223
0.600000	3.483333	999	0.021155
0.600000	3.500000	999	0.009746
0.600000	3.516667	999	0.009566
0.600000	3.533333	999	0.018067
0.600000	3.550000	999	-0.013997
0.600000	3.566667	999	-0.025765
0.600000	3.583333	999	0.030895
0.600000	3.600000	999	0.019447
0.600000	3.616667	999	0.016285
0.600000	3.633333	999	-0.001556
0.600000	3.650000	999	-0.019806
0.600000	3.666667	999	-0.014492
0.600000	3.683333	999	-0.010199
0.600000	3.700000	999	0.009562
0.600000	3.716667	999	0.003053
0.600000	3.733333	999	0.027861
0.600000	3.750000	999	-0.045315
0.600000	3.766667	999	-0.001238
0.600000	3.783333	999	0.011049
0.600000	3.800000	999	0.009535
0.600000	3.816667	999	0.020863
0.600000	3.833333	999	-0.004959
0.600000	3.850000	999	-0.005714
0.600000	3.866667	999	0.005822
0.600000	3.883333	999	-0.003854
0.600000	3.900000	999	0.006341
0.600000	3.916667	999	0.043307
0.600000	3.933333	999	0.014694
0.600000	3.950000	999	-0.001538
0.600000	3.966667	999	-0.007541
0.600000	3.983333	999	-0.018522
0.600000	4.000000	999	0.015116
0.600000	4.016667	999	0.002480
0.600000	4.033333	999	0.000855
0.600000	4.050000	999	0.008944
0.600000	4.066667	999	0.012368
0.600000	4.083333	999	-0.020432
0.600000	4.100000	999	-0.013138
0.600000	4.116667	999	-0.025531
0.600000	4.133333	999	-0.001492
0.600000	4.150000	999	0.012217
0.600000	4.166667	999	-0.010569
0.600000	4.183333	999	0.002573
0.600000	4.200000	999	0.001829
0.600000	4.216667	999	0.011463
0.600000	4.233333	999	-0.009582
0.600000	4.250000	999	-0.003065
0.600000	4.266667	999	-0.025956
0.600000	4.283333	999	0.013467
0.600000	4.300000	999	-0.005994
0.600000	4.316667	999	-0.011727
0.600000	4.333333	999	-0.010493
0.600000	4.350000	999	-0.015682
0.600000	4.366667	999	0.008355
0.600000	4.383333	999	0.005365
0.600000	4.400000	999	-0.008080
0.600000	4.416667	999	-0.001714
0.600000	4.433333	999	0.004687
0.600000	4.450000	999	0.006665
0.600000	4.466667	999	0.017345
0.600000	4.483333	999	-0.020090
0.600000	4.500000	999	-0.002258
0.600000	4.516667	999	-0.010653
0.600000	4.533333	999	0.008811
0.600000	4.550000	999	0.015049
0.600000	4.566667	999	-0.006584
0.600000	4.583333	999	0.004433
0.600000	4.600000	999	-0.008013
0.600000	4.616667	999	0.005592
0.600000	4.633333	999	0.005183
0.600000	4.650000	999	-0.019402
0.600000	4.666667	999	-0.020463
0.600000	4.683333	999	-0.027671
0.600000	4.700000	999	-0.020158
0.600000	4.716667	999	0.017107
0.600000	4.733333	999	0.000365
0.600000	4.750000	999	0.022253
0.600000	4.766667	999	0.010731
0.600000	4.783333	999	-0.000984
0.600000	4.800000	999	0.031071
0.600000	4.816667	999	0.001560
0.600000	4.833333	999	0.014813
0.600000	4.850000	999	-0.002356
0.600000	4.866667	999	-0.033406
0.600000	4.883333	999	-0.011416
0.600000	4.900000	999	-0.016712
0.600000	4.916667	999	0.003658
0.600000	4.933333	999	0.044478
0.600000	4.950000	999	0.015995
0.600000	4.966667	999	0.034784
0.616667	0.016667	999	-0.003159
0.616667	0.033333	999	0.013541
0.616667	0.050000	999	-0.012788
0.616667	0.066667	999	-0.006607
0.616667	0.083333	999	-0.021574
0.616667	0.100000	999	-0.018453
0.616667	0.116667	999	-0.008560
0.616667	0.133333	999	0.018001
0.616667	0.150000	999	0.015011
0.616667	0.166667	999	0.037421
0.616667	0.183333	999	0.003540
0.616667	0.200000	999	-0.005064
0.616667	0.216667	999	-0.017901
0.616667	0.233333	999	-0.025125
0.616667	0.250000	999	-0.004232
0.616667	0.266667	999	-0.003115
0.616667	0.283333	999	0.000572
0.616667	0.300000	999	-0.007303
0.616667	0.316667	999	0.000964
0.616667	0.333333	999	-0.009513
0.616667	0.350000	999	0.024518
0.616667	0.366667	999	-0.006743
0.616667	0.383333	999	0.002763
0.616667	0.400000	999	-0.023064
0.616667	0.416667	999	-0.019314
0.616667	0.433333	999	-0.005464
0.616667	0.450000	999	0.007151
0.616667	0.466667	999	-0.001514
0.616667	0.483333	999	0.003436
0.616667	0.500000	999	-0.006432
0.616667	0.516667	999	0.003598
0.616667	0.533333	999	0.023499
0.616667	0.550000	999	-0.007174
0.616667	0.566667	999	0.004729
0.616667	0.583333	999	-0.026003
0.616667	0.600000	999	-0.001805
0.616667	0.616667	999	-0.005770
0.616667	0.633333	999	-0.000135
0.616667	0.650000	999	-0.022732
0.616667	0.666667	999	-0.005169
0.616667	0.683333	999	-0.006915
0.616667	0.700000	999	0.015842
0.616667	0.716667	999	0.002623
0.616667	0.733333	999	-0.000861
0.616667	0.750000	999	-0.001232
0.616667	0.766667	999	0.019537
0.616667	0.783333	999	0.012466
0.616667	0.800000	999	0.010781
0.616667	0.816667	999	0.007615
0.616667	0.833333	999	0.010628
0.616667	0.850000	999	0.033433
0.616667	0.866667	999	0.006797
0.616667	0.883333	999	0.002753
0.616667	0.900000	999	-0.007329
0.616667	0.916667	999	0.004850
0.616667	0.933333	999	0.002520
0.616667	0.950000	999	0.001580
0.616667	0.966667	999	-0.005179
0.616667	0.983333	999	0.022927
0.616667	1.000000	999	-0.002305
0.616667	1.016667	999	0.006604
0.616667	1.033333	999	-0.047653
0.616667	1.050000	999	-0.004099
0.616667	1.066667	999	-0.017639
0.616667	1.083333	999	-0.005808
0.616667	1.100000	999	-0.000473
0.616667	1.116667	999	-0.013471
0.616667	1.133333	999	0.001075
0.616667	1.150000	999	-0.011426
0.616667	1.166667	999	-0.029998
0.616667	1.183333	999	0.014041
0.616667	1.200000	999	0.023664
0.616667	1.216667	999	0.015956
0.616667	1.233333	999	-0.000597
0.616667	1.250000	999	-0.030837
0.616667	1.266667	999	-0.019274
0.616667	1.283333	999	-0.015715
0.616667	1.300000	999	0.002421
0.616667	1.316667	999	0.011166
0.616667	1.333333	999	0.033360
0.616667	1.350000	999	-0.005412
0.616667	1.366667	999	-0.030702
0.616667	1.383333	999	0.001405
0.616667	1.400000	999	-0.004376
0.616667	1.416667	999	-0.000167
0.616667	1.433333	999	0.010555
0.616667	1.450000	999	-0.039347
0.616667	1.466667	999	0.021053
0.616667	1.483333	999	-0.024549
0.616667	1.500000	999	0.006796
0.616667	1.516667	999	0.000316
0.616667	1.533333	999	0.004248
0.616667	1.550000	999	-0.044516
0.616667	1.566667	999	-0.012573
0.616667	1.583333	999	0.009299
0.616667	1.600000	999	0.008855
0.616667	1.616667	999	0.031695
0.616667	1.633333	999	0.018766
0.616667	1.650000	999	-0.011329
0.616667	1.666667	999	-0.004050
0.616667	1.683333	999	-0.021942
0.616667	1.700000	999	0.026133
0.616667	1.716667	999	0.035655
0.616667	1.733333	999	-0.008170
0.616667	1.750000	999	-0.023949
0.616667	1.766667	999	0.033107
0.616667	1.783333	999	-0.002647
0.616667	1.800000	999	-0.020691
0.616667	1.816667	999	-0.005533
0.616667	1.833333	999	0.021774
0.616667	1.850000	999	0.002992
0.616667	1.866667	999	-0.010490
0.616667	1.883333	999	-0.018110
0.616667	1.900000	999	0.006375
0.616667	1.916667	999	0.040847
0.616667	1.933333	999	-0.008985
0.616667	1.950000	999	0.006264
0.616667	1.966667	999	-0.004319
0.616667	1.983333	999	-0.010471
0.616667	2.000000	999	0.008206
0.616667	2.016667	999	0.039705
0.616667	2.033333	999	0.016949
0.616667	2.050000	999	-0.013331
0.616667	2.066667	999	0.011067
0.616667	2.083333	999	0.000418
0.616667	2.100000	999	-0.001162
0.616667	2.116667	999	0.020134
0.616667	2.133333	999	-0.005066
0.616667	2.150000	999	0.005512
0.616667	2.166667	999	-0.005171
0.616667	2.183333	999	0.018570
0.616667	2.200000	999	-0.009299
0.616667	2.216667	999	0.009623
0.616667	2.233333	999	-0.013067
0.616667	2.250000	999	0.000394
0.616667	2.266667	999	0.011694
0.616667	2.283333	999	0.019146
0.616667	2.300000	999	0.010313
0.616667	2.316667	999	0.012787
0.616667	2.333333	999	-0.007010
0.616667	2.350000	999	0.001593
0.616667	2.366667	999	0.006347
0.616667	2.383333	999	0.025132
0.616667	2.400000	999	0.004157
0.616667	2.416667	999	0.017840
0.616667	2.433333	999	-0.011398
0.616667	2.450000	999	-0.005589
0.616667	2.466667	999	-0.006590
0.616667	2.483333	999	0.016248
0.616667	2.500000	999	0.000683
0.616667	2.516667	999	0.017654
0.616667	2.533333	999	-0.005537
0.616667	2.550000	999	-0.002472
0.616667	2.566667	999	-0.009054
0.616667	2.583333	999	0.020216
0.616667	2.600000	999	0.007583
0.616667	2.616667	999	0.024897
0.616667	2.633333	999	0.009559
0.616667	2.650000	999	-0.001002
0.616667	2.666667	999	-0.006142
0.616667	2.683333	999	0.010082
0.616667	2.700000	999	0.007267
0.616667	2.716667	999	0.018746
0.616667	2.733333	999	0.005396
0.616667	2.750000	999	0.002722
0.616667	2.766667	999	-0.019283
0.616667	2.783333	999	0.012512
0.616667	2.800000	999	-0.011152
0.616667	2.816667	999	0.019012
0.616667	2.833333	999	-0.000548
0.616667	2.850000	999	0.002480
0.616667	2.866667	999	0.003812
0.616667	2.883333	999	0.015964
0.616667	2.900000	999	0.006347
0.616667	2.916667	999	-0.000855
0.616667	2.933333	999	0.012090
0.616667	2.950000	999	-0.009600
0.616667	2.966667	999	0.010875
0.616667	2.983333	999	0.046236
0.616667	3.000000	999	-0.000441
0.616667	3.016667	999	-0.006281
0.616667	3.033333	999	-0.009504
0.616667	3.050000	999	0.004347
0.616667	3.066667	999	-0.008065
0.616667	3.083333	999	0.033874
0.616667	3.100000	999	0.010883
0.616667	3.116667	999	-0.025069
0.616667	3.133333	999	-0.007037
0.616667	3.150000	999	0.000676
0.616667	3.166667	999	0.022177
0.616667	3.183333	999	-0.002830
0.616667	3.200000	999	-0.021119
0.616667	3.216667	999	0.001796
0.616667	3.233333	999	0.034941
0.616667	3.250000	999	-0.020585
0.616667	3.266667	999	-0.004605
0.616667	3.283333	999	0.038387
0.616667	3.300000	999	0.027077
0.616667	3.316667	999	-0.018076
0.616667	3.333333	999	-0.008900
0.616667	3.350000	999	-0.007571
0.616667	3.366667	999	0.010921
0.616667	3.383333	999	0.030372
0.616667	3.400000	999	0.005209
0.616667	3.416667	999	-0.000493
0.616667	3.433333	999	-0.007833
0.616667	3.450000	999	-0.058498
0.616667	3.466667	999	0.013176
0.616667	3.483333	999	-0.007110
0.616667	3.500000	999	0.010818
0.616667	3.516667	999	-0.017801
0.616667	3.533333	999	0.015804
0.616667	3.550000	999	-0.022737
0.616667	3.566667	999	0.001637
0.616667	3.583333	999	0.012563
0.616667	3.600000	999	-0.007192
0.616667	3.616667	999	0.000124
0.616667	3.633333	999	-0.024419
0.616667	3.650000	999	-0.016878
0.616667	3.666667	999	0.041574
0.616667	3.683333	999	0.003058
0.616667	3.700000	999	0.003881
0.616667	3.716667	999	-0.012183
0.616667	3.733333	999	-0.024241
0.616667	3.750000	999	-0.021682
0.616667	3.766667	999	-0.003525
0.616667	3.783333	999	0.017942
0.616667	3.800000	999	0.027648
0.616667	3.816667	999	0.004689
0.616667	3.833333	999	-0.025396
0.616667	3.850000	999	-0.022751
0.616667	3.866667	999	-0.003637
0.616667	3.883333	999	-0.015239
0.616667	3.900000	999	-0.013907
0.616667	3.916667	999	0.002280
0.616667	3.933333	999	-0.026602
0.616667	3.950000	999	0.003946
0.616667	3.966667	999	-0.041089
0.616667	3.983333	999	0.007617
0.616667	4.000000	999	0.014576
0.616667	4.016667	999	0.020340
0.616667	4.033333	999	0.005473
0.616667	4.050000	999	0.002073
0.616667	4.066667	999	-0.001995
0.616667	4.083333	999	0.008010
0.616667	4.100000	999	-0.018691
0.616667	4.116667	999	0.002757
0.616667	4.133333	999	0.002854
0.616667	4.150000	999	0.029472
0.616667	4.166667	999	0.017181
0.616667	4.183333	999	0.006230
0.616667	4.200000	999	0.018146
0.616667	4.216667	999	0.017221
0.616667	4.233333	999	0.018835
0.616667	4.250000	999	0.002938
0.616667	4.266667	999	-0.008287
0.616667	4.283333	999	-0.002473
0.616667	4.300000	999	0.008503
0.616667	4.316667	999	-0.018866
0.616667	4.333333	999	-0.008521
0.616667	4.350000	999	-0.029712
0.616667	4.366667	999	0.000975
0.616667	4.383333	999	-0.001422
0.616667	4.400000	999	0.003618
0.616667	4.416667	999	-0.016593
0.616667	4.433333	999	0.011626
0.616667	4.450000	999	-0.002021
0.616667	4.466667	999	0.024989
0.616667	4.483333	999	0.002999
0.616667	4.500000	999	-0.013533
0.616667	4.516667	999	0.001308
0.616667	4.533333	999	-0.009171
0.616667	4.550000	999	0.006130
0.616667	4.566667	999	-0.002825
0.616667	4.583333	999	-0.018281
0.616667	4.600000	999	-0.012644
0.616667	4.616667	999	0.006984
0.616667	4.633333	999	-0.002712
0.616667	4.650000	999	0.028621
0.616667	4.666667	999	-0.016874
0.616667	4.683333	999	-0.003332
0.616667	4.700000	999	-0.013198
0.616667	4.716667	999	-0.011764
0.616667	4.733333	999	0.004294
0.616667	4.750000	999	-0.008341
0.616667	4.766667	999	-0.012039
0.616667	4.783333	999	-0.003687
0.616667	4.800000	999	-0.003199
0.616667	4.816667	999	0.016602
0.616667	4.833333	999	0.025153
0.616667	4.850000	999	0.001915
0.616667	4.866667	999	0.006025
0.616667	4.883333	999	-0.032434
0.616667	4.900000	999	-0.018514
0.616667	4.916667	999	-0.017485
0.616667	4.933333	999	-0.003220
0.616667	4.950000	999	0.012908
0.616667	4.966667	999	0.006024
0.633333	0.016667	999	0.018041
0.633333	0.033333	999	0.022903
0.633333	0.050000	999	0.015160
0.633333	0.066667	999	0.008140
